Weight (g),Color,Diameter (cm),Fruit Type
1056,Brown,17.78,Pineapple
139,Red,6.53,Apple
3594,Green,26.84,Watermelon
21,Red,2.74,Lychee
1383,Yellow,13.78,Pineapple
16,Red,2.69,Lychee
1659,Brown,12.09,Pineapple
18,Pink,2.22,Lychee
142,Yellow,3.28,Banana
1136,Brown,13.29,Pineapple
149,Red,8.9,Apple
4024,Green,20.22,Watermelon
1392,Green,17.25,Coconut
163,Orange,8.67,Orange
25,Red,2.22,Lychee
5,Purple,1.95,Grape
2172,Brown,15.27,Coconut
1029,Yellow,18.57,Papaya
227,Orange,6.67,Orange
191,Green,8.08,Apple
22,Pink,2.03,Lychee
791,Orange,16.86,Papaya
1662,Yellow,18.87,Pineapple
14,Green,1.77,Grape
19,Red,2.65,Lychee
2456,Brown,24.02,Coconut
193,Red,6.34,Apple
4680,Green,20.45,Watermelon
23,Red,2.03,Lychee
765,Yellow,11.71,Papaya
19,Red,2.82,Lychee
318,Red,11.44,Mango
186,Orange,8.74,Orange
15,Red,2.34,Lychee
14,Green,1.83,Grape
1212,Brown,13.78,Pineapple
150,Orange,6.85,Orange
1014,Green,12.25,Papaya
1606,Brown,24.7,Coconut
1626,Yellow,18.35,Pineapple
10,Green,1.76,Grape
1014,Brown,12.6,Pineapple
15,Pink,2.63,Lychee
1919,Yellow,15.01,Pineapple
2308,Brown,19.7,Coconut
108,Yellow,4.58,Banana
123,Green,8.96,Apple
20,Red,2.79,Lychee
25,Red,2.24,Lychee
3780,Green,22.17,Watermelon
136,Green,8.1,Apple
13,Green,1.5,Grape
1314,Yellow,18.28,Pineapple
100,Yellow,4.64,Banana
2989,Green,24.57,Watermelon
2336,Brown,15.87,Coconut
123,Yellow,3.89,Banana
208,Red,10.08,Mango
131,Yellow,4.97,Banana
1499,Green,20.73,Coconut
227,Yellow,8.95,Mango
2444,Green,24.33,Watermelon
179,Red,6.14,Apple
1160,Green,24.35,Coconut
1571,Green,20.76,Coconut
18,Red,2.72,Lychee
8,Purple,1.05,Grape
22,Red,2.25,Lychee
224,Orange,9.76,Orange
1379,Yellow,16.75,Pineapple
4203,Green,22.56,Watermelon
20,Pink,2.61,Lychee
11,Purple,1.32,Grape
344,Green,10.67,Mango
209,Yellow,11.06,Mango
1226,Brown,16.98,Pineapple
189,Green,6.42,Apple
215,Orange,9.69,Orange
1503,Yellow,12.1,Pineapple
1145,Brown,19.08,Coconut
385,Green,11.03,Mango
121,Yellow,4.31,Banana
11,Green,1.74,Grape
11,Green,1.35,Grape
24,Red,2.93,Lychee
121,Yellow,3.1,Banana
143,Green,8.35,Apple
217,Orange,6.61,Orange
343,Red,8.21,Mango
1876,Yellow,12.56,Pineapple
90,Yellow,4.4,Banana
12,Purple,1.13,Grape
19,Pink,2.09,Lychee
2467,Green,29.29,Watermelon
2030,Green,29.8,Watermelon
12,Green,1.58,Grape
23,Pink,2.09,Lychee
362,Yellow,9.87,Mango
611,Yellow,18.88,Papaya
15,Red,2.08,Lychee
20,Red,2.3,Lychee
1282,Green,18.17,Papaya
1237,Green,17.78,Papaya
247,Green,10.17,Mango
1583,Green,19.29,Coconut
20,Pink,2.33,Lychee
275,Yellow,10.78,Mango
1421,Brown,16.71,Coconut
390,Green,10.89,Mango
1913,Yellow,17.46,Pineapple
128,Yellow,4.52,Banana
15,Green,1.57,Grape
1581,Green,23.84,Coconut
145,Red,8.53,Apple
618,Green,14.14,Papaya
139,Yellow,4.49,Banana
1304,Brown,24.09,Coconut
2466,Green,20.39,Coconut
1059,Yellow,16.81,Pineapple
1075,Yellow,13.34,Papaya
1762,Brown,12.63,Pineapple
778,Green,12.86,Papaya
153,Green,7.75,Apple
6,Purple,1.77,Grape
372,Green,11.22,Mango
348,Green,8.43,Mango
686,Orange,17.25,Papaya
158,Orange,7.31,Orange
252,Orange,6.31,Orange
287,Orange,8.27,Orange
152,Orange,6.03,Orange
169,Red,8.33,Apple
207,Orange,6.63,Orange
84,Yellow,4.84,Banana
187,Orange,7.81,Orange
1487,Green,10.3,Papaya
1193,Brown,21.32,Coconut
283,Red,9.63,Mango
4027,Green,22.14,Watermelon
1494,Brown,21.92,Coconut
355,Green,10.65,Mango
2000,Green,22.71,Coconut
1349,Brown,23.5,Coconut
203,Red,8.59,Mango
16,Red,2.27,Lychee
16,Red,2.36,Lychee
1514,Green,20.23,Coconut
2002,Brown,22.38,Coconut
180,Red,7.5,Apple
147,Red,6.4,Apple
3317,Green,21.59,Watermelon
141,Yellow,4.08,Banana
1958,Yellow,19.82,Pineapple
21,Red,2.55,Lychee
155,Red,7.82,Apple
4377,Green,23.57,Watermelon
849,Orange,12.22,Papaya
178,Orange,6.88,Orange
1857,Brown,12.96,Pineapple
1186,Orange,14.33,Papaya
1965,Brown,18.99,Coconut
264,Orange,8.6,Orange
4191,Green,23.04,Watermelon
12,Green,1.87,Grape
15,Pink,2.99,Lychee
228,Yellow,11.29,Mango
1802,Green,21.62,Coconut
822,Yellow,14.52,Papaya
24,Pink,2.22,Lychee
300,Orange,8.37,Orange
165,Red,7.26,Apple
1552,Yellow,12.26,Pineapple
397,Yellow,11.08,Mango
137,Red,6.58,Apple
3769,Green,22.47,Watermelon
1685,Green,17.81,Coconut
2019,Green,26.39,Watermelon
1069,Brown,13.85,Pineapple
3773,Green,29.12,Watermelon
104,Yellow,3.46,Banana
1208,Green,17.49,Papaya
1044,Yellow,18.2,Papaya
156,Green,8.06,Apple
154,Green,8.16,Apple
13,Green,1.4,Grape
94,Yellow,4.52,Banana
130,Red,8.56,Apple
235,Orange,8.76,Orange
1242,Brown,16.86,Pineapple
1408,Yellow,15.53,Papaya
7,Purple,1.77,Grape
1040,Brown,19.41,Pineapple
1588,Yellow,17.05,Pineapple
82,Yellow,4.35,Banana
1292,Yellow,19.84,Papaya
195,Red,8.21,Apple
645,Yellow,11.93,Papaya
211,Orange,6.35,Orange
4036,Green,29.37,Watermelon
2102,Brown,22.69,Coconut
231,Yellow,10.51,Mango
1674,Yellow,16.73,Pineapple
249,Orange,8.89,Orange
351,Yellow,10.92,Mango
121,Yellow,4.93,Banana
2000,Green,28.48,Watermelon
1051,Green,17.69,Papaya
1692,Yellow,17.27,Pineapple
255,Red,8.42,Mango
1912,Brown,18.7,Coconut
1276,Yellow,14.27,Pineapple
2758,Green,20.85,Watermelon
13,Purple,1.05,Grape
944,Green,13.64,Papaya
210,Orange,6.23,Orange
20,Pink,2.12,Lychee
155,Green,8.32,Apple
286,Red,11.8,Mango
1246,Yellow,13.89,Pineapple
23,Red,2.09,Lychee
142,Red,6.3,Apple
1341,Yellow,19.58,Pineapple
359,Red,9.12,Mango
252,Orange,9.38,Orange
327,Yellow,8.58,Mango
90,Yellow,4.89,Banana
251,Red,11.95,Mango
172,Orange,8.51,Orange
148,Yellow,4.73,Banana
187,Green,6.48,Apple
345,Red,8.53,Mango
25,Pink,2.53,Lychee
1034,Yellow,16.13,Papaya
192,Green,6.84,Apple
1294,Yellow,11.93,Papaya
169,Orange,8.82,Orange
3689,Green,29.28,Watermelon
22,Red,2.2,Lychee
1654,Green,15.99,Coconut
260,Orange,8.56,Orange
272,Yellow,9.37,Mango
16,Red,2.87,Lychee
1215,Yellow,15.91,Papaya
268,Orange,6.79,Orange
1189,Yellow,15.69,Papaya
3452,Green,27.15,Watermelon
323,Green,9.62,Mango
1304,Yellow,12.87,Pineapple
19,Red,2.9,Lychee
1358,Orange,16.23,Papaya
3647,Green,23.12,Watermelon
249,Red,9.71,Mango
1132,Orange,15.54,Papaya
12,Green,1.02,Grape
1357,Orange,13.53,Papaya
94,Yellow,4.29,Banana
24,Red,2.08,Lychee
380,Red,8.25,Mango
177,Red,8.01,Apple
1705,Brown,20.39,Coconut
162,Orange,6.42,Orange
200,Yellow,10.59,Mango
2432,Green,28.97,Watermelon
1375,Green,11.74,Papaya
201,Orange,6.47,Orange
17,Red,2.55,Lychee
7,Purple,1.72,Grape
229,Green,10.21,Mango
4018,Green,20.35,Watermelon
172,Red,7.58,Apple
196,Green,7.1,Apple
22,Red,2.81,Lychee
144,Red,7.68,Apple
5,Green,1.08,Grape
23,Pink,2.69,Lychee
2222,Green,20.84,Coconut
298,Orange,7.2,Orange
16,Red,2.74,Lychee
3952,Green,28.59,Watermelon
1989,Yellow,17.23,Pineapple
1201,Yellow,12.86,Pineapple
267,Orange,8.83,Orange
251,Red,9.45,Mango
3847,Green,23.65,Watermelon
93,Yellow,4.22,Banana
1306,Yellow,13.1,Pineapple
3190,Green,21.98,Watermelon
96,Yellow,3.69,Banana
547,Green,18.42,Papaya
1478,Yellow,12.53,Pineapple
333,Green,8.13,Mango
2073,Green,16.41,Coconut
3500,Green,26.52,Watermelon
136,Red,7.66,Apple
4287,Green,20.66,Watermelon
279,Orange,6.03,Orange
2261,Green,18.73,Coconut
115,Yellow,4.94,Banana
10,Green,1.9,Grape
141,Green,6.11,Apple
5,Purple,1.59,Grape
1304,Brown,16.42,Pineapple
555,Yellow,15.64,Papaya
14,Green,1.54,Grape
15,Red,2.85,Lychee
762,Green,11.0,Papaya
11,Green,1.96,Grape
165,Orange,8.23,Orange
1186,Brown,19.78,Coconut
21,Pink,2.46,Lychee
141,Yellow,3.85,Banana
3723,Green,27.41,Watermelon
262,Red,11.04,Mango
232,Red,11.77,Mango
231,Orange,6.4,Orange
1071,Brown,18.03,Pineapple
182,Green,7.87,Apple
15,Green,1.76,Grape
382,Red,11.8,Mango
539,Green,19.87,Papaya
1309,Brown,15.74,Coconut
204,Orange,9.56,Orange
4114,Green,22.2,Watermelon
154,Green,6.72,Apple
1767,Yellow,13.18,Pineapple
1409,Yellow,15.71,Pineapple
18,Red,2.53,Lychee
158,Red,7.89,Apple
10,Purple,1.22,Grape
9,Purple,1.44,Grape
396,Yellow,11.62,Mango
20,Pink,2.91,Lychee
1618,Brown,18.21,Pineapple
204,Yellow,11.81,Mango
143,Red,7.67,Apple
1833,Brown,20.25,Coconut
178,Green,7.04,Apple
4603,Green,21.29,Watermelon
4929,Green,27.28,Watermelon
14,Purple,1.68,Grape
24,Pink,2.27,Lychee
25,Red,2.54,Lychee
1301,Green,12.76,Papaya
219,Yellow,11.85,Mango
783,Yellow,13.86,Papaya
96,Yellow,3.32,Banana
1254,Brown,24.97,Coconut
1058,Green,15.09,Papaya
4573,Green,27.52,Watermelon
280,Green,11.36,Mango
201,Orange,8.9,Orange
164,Orange,8.86,Orange
830,Green,19.86,Papaya
220,Orange,6.05,Orange
226,Orange,6.98,Orange
1266,Brown,22.89,Coconut
1112,Green,23.35,Coconut
1559,Brown,17.66,Coconut
829,Green,12.79,Papaya
347,Green,9.87,Mango
1488,Brown,19.84,Coconut
13,Green,1.84,Grape
2007,Green,25.18,Watermelon
2123,Green,15.15,Coconut
169,Green,8.83,Apple
165,Green,7.7,Apple
1826,Yellow,19.76,Pineapple
18,Red,2.41,Lychee
1483,Green,19.58,Papaya
2185,Green,20.39,Coconut
8,Purple,1.51,Grape
4378,Green,24.14,Watermelon
1586,Brown,22.58,Coconut
125,Yellow,3.75,Banana
511,Yellow,11.96,Papaya
895,Green,11.25,Papaya
162,Orange,6.26,Orange
149,Green,8.31,Apple
3799,Green,28.54,Watermelon
4132,Green,27.22,Watermelon
263,Orange,6.79,Orange
124,Yellow,3.14,Banana
602,Orange,19.55,Papaya
1681,Yellow,14.13,Pineapple
118,Yellow,3.25,Banana
161,Green,6.63,Apple
252,Orange,6.77,Orange
887,Yellow,14.63,Papaya
2499,Green,29.48,Watermelon
320,Red,8.66,Mango
831,Yellow,14.98,Papaya
671,Orange,14.16,Papaya
85,Yellow,4.29,Banana
7,Green,1.29,Grape
12,Purple,1.43,Grape
1168,Green,18.24,Papaya
4727,Green,29.49,Watermelon
277,Orange,7.61,Orange
81,Yellow,4.05,Banana
3085,Green,25.06,Watermelon
167,Green,7.68,Apple
280,Orange,8.37,Orange
1349,Brown,14.47,Pineapple
233,Yellow,10.4,Mango
143,Red,7.74,Apple
9,Purple,1.06,Grape
3862,Green,24.1,Watermelon
101,Yellow,3.95,Banana
172,Green,7.19,Apple
1789,Green,20.13,Coconut
4931,Green,26.31,Watermelon
148,Yellow,3.65,Banana
149,Red,7.18,Apple
1259,Brown,24.54,Coconut
9,Purple,1.45,Grape
14,Purple,1.27,Grape
201,Green,8.22,Mango
4291,Green,21.37,Watermelon
1363,Yellow,19.88,Papaya
217,Orange,8.47,Orange
888,Yellow,18.36,Papaya
1333,Brown,16.4,Pineapple
14,Green,1.43,Grape
1376,Green,19.8,Coconut
120,Yellow,3.54,Banana
295,Orange,6.33,Orange
12,Green,1.05,Grape
15,Pink,2.36,Lychee
329,Red,9.79,Mango
300,Red,10.89,Mango
3588,Green,21.13,Watermelon
369,Red,9.91,Mango
2274,Green,20.34,Watermelon
2071,Green,23.28,Coconut
16,Red,2.65,Lychee
277,Yellow,10.84,Mango
127,Yellow,3.47,Banana
24,Pink,2.88,Lychee
101,Yellow,3.7,Banana
3585,Green,25.47,Watermelon
1155,Yellow,13.35,Papaya
4927,Green,21.15,Watermelon
24,Pink,2.69,Lychee
218,Yellow,10.45,Mango
529,Green,14.62,Papaya
331,Red,11.16,Mango
199,Orange,8.41,Orange
227,Green,11.06,Mango
6,Green,1.88,Grape
193,Red,8.31,Apple
239,Orange,8.23,Orange
210,Orange,9.07,Orange
12,Green,1.74,Grape
143,Green,8.06,Apple
1186,Brown,18.84,Pineapple
294,Green,11.89,Mango
7,Purple,1.25,Grape
1127,Brown,13.78,Pineapple
182,Red,8.42,Apple
2969,Green,26.84,Watermelon
246,Red,9.32,Mango
19,Red,2.33,Lychee
506,Green,15.13,Papaya
127,Green,7.75,Apple
192,Orange,6.01,Orange
92,Yellow,4.1,Banana
1033,Yellow,16.16,Pineapple
1829,Brown,24.07,Coconut
271,Orange,6.82,Orange
1464,Orange,16.34,Papaya
615,Green,15.46,Papaya
663,Green,17.08,Papaya
598,Yellow,15.54,Papaya
1145,Brown,16.76,Coconut
1680,Yellow,17.74,Pineapple
1436,Green,16.97,Coconut
2179,Brown,15.75,Coconut
93,Yellow,3.48,Banana
201,Red,8.4,Mango
745,Orange,19.72,Papaya
10,Purple,1.26,Grape
1852,Brown,17.62,Pineapple
1350,Green,20.64,Coconut
1508,Green,17.25,Coconut
24,Pink,2.62,Lychee
129,Red,6.09,Apple
18,Pink,2.21,Lychee
288,Yellow,11.64,Mango
2391,Brown,18.43,Coconut
82,Yellow,3.92,Banana
17,Red,2.42,Lychee
1804,Brown,12.75,Pineapple
2309,Green,28.11,Watermelon
1061,Yellow,12.74,Pineapple
1243,Yellow,15.81,Papaya
234,Red,11.4,Mango
223,Red,8.92,Mango
312,Green,9.14,Mango
606,Green,14.67,Papaya
92,Yellow,3.61,Banana
1170,Yellow,17.08,Pineapple
297,Green,10.25,Mango
22,Red,2.34,Lychee
2418,Brown,16.97,Coconut
285,Orange,6.12,Orange
165,Green,6.32,Apple
4680,Green,22.57,Watermelon
12,Green,1.75,Grape
25,Pink,2.73,Lychee
22,Red,2.57,Lychee
228,Orange,10.0,Orange
2096,Brown,21.61,Coconut
12,Green,1.09,Grape
928,Green,17.6,Papaya
1898,Brown,14.27,Pineapple
2449,Green,21.05,Watermelon
1335,Yellow,17.97,Papaya
20,Red,2.1,Lychee
276,Orange,6.61,Orange
161,Red,6.92,Apple
8,Purple,1.52,Grape
6,Purple,1.13,Grape
22,Pink,2.99,Lychee
1511,Yellow,15.27,Pineapple
5,Purple,1.26,Grape
367,Red,10.01,Mango
3794,Green,29.27,Watermelon
1393,Brown,14.82,Pineapple
147,Red,6.81,Apple
345,Red,8.04,Mango
106,Yellow,3.66,Banana
1892,Brown,15.1,Coconut
1444,Brown,12.07,Pineapple
25,Red,2.73,Lychee
2383,Green,21.97,Watermelon
10,Green,1.5,Grape
145,Yellow,4.94,Banana
1935,Yellow,13.41,Pineapple
1384,Brown,16.07,Pineapple
536,Orange,19.89,Papaya
156,Green,6.83,Apple
1570,Yellow,15.65,Pineapple
2014,Green,17.69,Coconut
342,Yellow,10.16,Mango
2262,Green,20.48,Coconut
285,Orange,7.12,Orange
204,Orange,6.75,Orange
185,Green,7.46,Apple
1903,Brown,20.37,Coconut
15,Green,1.63,Grape
1729,Brown,12.34,Pineapple
137,Yellow,3.44,Banana
2302,Brown,17.26,Coconut
1477,Orange,16.55,Papaya
25,Red,2.28,Lychee
881,Green,12.93,Papaya
12,Green,1.25,Grape
91,Yellow,3.74,Banana
147,Red,6.28,Apple
358,Red,10.8,Mango
3779,Green,21.76,Watermelon
543,Yellow,12.78,Papaya
7,Green,1.73,Grape
508,Green,14.8,Papaya
1371,Brown,18.36,Pineapple
2377,Green,26.36,Watermelon
303,Green,11.47,Mango
17,Pink,2.68,Lychee
2239,Green,20.64,Coconut
1381,Yellow,13.4,Papaya
6,Purple,1.62,Grape
581,Green,17.39,Papaya
16,Red,2.7,Lychee
5,Green,1.23,Grape
160,Orange,9.66,Orange
1768,Yellow,16.09,Pineapple
2578,Green,28.39,Watermelon
1578,Brown,16.54,Coconut
1004,Green,22.82,Coconut
1335,Yellow,14.84,Papaya
23,Pink,2.78,Lychee
2125,Brown,23.73,Coconut
7,Green,1.35,Grape
1399,Orange,19.93,Papaya
1057,Brown,21.11,Coconut
122,Yellow,3.57,Banana
1451,Brown,14.21,Pineapple
1075,Green,13.31,Papaya
2318,Green,23.18,Watermelon
132,Yellow,4.39,Banana
2754,Green,26.36,Watermelon
2494,Green,17.54,Coconut
713,Orange,12.96,Papaya
249,Green,8.29,Mango
1304,Yellow,17.16,Pineapple
21,Pink,2.1,Lychee
18,Pink,2.53,Lychee
4431,Green,29.35,Watermelon
400,Red,8.23,Mango
268,Orange,9.28,Orange
2608,Green,22.41,Watermelon
1347,Brown,19.74,Pineapple
779,Green,11.21,Papaya
1851,Yellow,14.77,Pineapple
2493,Green,20.34,Watermelon
392,Red,10.58,Mango
178,Green,6.9,Apple
1973,Brown,15.07,Coconut
15,Purple,1.22,Grape
262,Orange,6.81,Orange
146,Green,6.54,Apple
164,Green,7.09,Apple
1359,Yellow,18.14,Pineapple
178,Green,8.75,Apple
7,Green,1.34,Grape
571,Orange,11.07,Papaya
1650,Brown,23.77,Coconut
4485,Green,22.62,Watermelon
158,Red,6.62,Apple
101,Yellow,3.3,Banana
1866,Brown,14.29,Pineapple
14,Purple,1.85,Grape
268,Orange,6.23,Orange
204,Yellow,8.09,Mango
332,Red,8.87,Mango
4042,Green,25.98,Watermelon
20,Pink,3.0,Lychee
1554,Yellow,14.42,Pineapple
278,Red,10.03,Mango
4760,Green,22.08,Watermelon
1978,Brown,18.35,Pineapple
4283,Green,28.91,Watermelon
1382,Green,14.38,Papaya
3317,Green,29.84,Watermelon
794,Green,18.37,Papaya
13,Green,1.99,Grape
111,Yellow,4.66,Banana
225,Orange,6.8,Orange
133,Yellow,3.61,Banana
184,Red,6.61,Apple
122,Red,8.35,Apple
2298,Brown,22.94,Coconut
95,Yellow,4.48,Banana
187,Red,7.72,Apple
1742,Yellow,14.42,Pineapple
4389,Green,25.76,Watermelon
802,Green,18.87,Papaya
285,Green,10.22,Mango
146,Yellow,4.76,Banana
143,Red,7.37,Apple
276,Orange,8.13,Orange
210,Orange,9.94,Orange
2284,Green,21.88,Watermelon
16,Pink,2.18,Lychee
1639,Yellow,17.22,Pineapple
287,Orange,6.04,Orange
1371,Green,23.31,Coconut
1510,Brown,23.98,Coconut
298,Orange,9.94,Orange
1561,Brown,16.19,Coconut
125,Red,6.38,Apple
1206,Orange,19.82,Papaya
2402,Brown,15.49,Coconut
4618,Green,25.72,Watermelon
2243,Brown,16.52,Coconut
271,Orange,7.72,Orange
12,Purple,1.08,Grape
19,Red,2.48,Lychee
121,Yellow,3.13,Banana
22,Red,2.24,Lychee
220,Yellow,10.21,Mango
286,Green,8.22,Mango
265,Yellow,10.97,Mango
25,Pink,2.43,Lychee
3691,Green,28.93,Watermelon
168,Red,8.84,Apple
7,Green,1.86,Grape
251,Yellow,10.62,Mango
663,Yellow,10.96,Papaya
262,Orange,6.11,Orange
2228,Green,15.37,Coconut
300,Green,9.06,Mango
6,Purple,1.29,Grape
2324,Green,24.73,Coconut
2222,Green,24.82,Coconut
299,Yellow,10.09,Mango
370,Green,11.57,Mango
203,Green,10.77,Mango
236,Orange,8.01,Orange
1968,Green,17.32,Coconut
20,Red,2.06,Lychee
2393,Green,20.0,Coconut
345,Red,8.24,Mango
21,Pink,2.07,Lychee
3479,Green,20.81,Watermelon
325,Green,10.56,Mango
195,Orange,7.16,Orange
4314,Green,26.26,Watermelon
2244,Green,20.98,Watermelon
1683,Yellow,18.6,Pineapple
1165,Green,19.55,Coconut
351,Green,8.75,Mango
1540,Brown,15.31,Pineapple
512,Yellow,17.2,Papaya
4845,Green,23.58,Watermelon
15,Red,2.88,Lychee
1668,Brown,17.64,Coconut
188,Red,7.07,Apple
152,Orange,8.44,Orange
1003,Yellow,18.17,Papaya
8,Purple,1.55,Grape
189,Green,8.03,Apple
20,Pink,2.39,Lychee
148,Yellow,3.94,Banana
371,Green,10.82,Mango
128,Yellow,4.71,Banana
2151,Green,20.08,Watermelon
1259,Green,22.01,Coconut
1288,Green,16.83,Coconut
1974,Yellow,14.17,Pineapple
1241,Green,17.09,Coconut
2420,Brown,23.62,Coconut
188,Green,8.55,Apple
123,Green,8.08,Apple
139,Yellow,4.04,Banana
151,Orange,9.67,Orange
539,Yellow,19.6,Papaya
284,Green,11.47,Mango
1117,Brown,14.37,Pineapple
22,Pink,2.0,Lychee
7,Green,1.75,Grape
310,Red,9.25,Mango
18,Pink,2.85,Lychee
1757,Brown,19.35,Pineapple
99,Yellow,4.02,Banana
140,Yellow,3.89,Banana
3039,Green,21.94,Watermelon
98,Yellow,3.97,Banana
7,Green,1.47,Grape
17,Pink,2.67,Lychee
260,Green,9.82,Mango
221,Yellow,9.01,Mango
1357,Yellow,15.54,Papaya
183,Red,7.92,Apple
273,Yellow,11.11,Mango
212,Orange,8.54,Orange
140,Red,6.38,Apple
25,Red,2.44,Lychee
142,Green,8.08,Apple
1866,Brown,14.48,Pineapple
159,Green,7.54,Apple
267,Orange,9.12,Orange
239,Orange,9.15,Orange
183,Green,7.86,Apple
15,Purple,1.17,Grape
11,Purple,1.47,Grape
2554,Green,22.5,Watermelon
131,Yellow,4.68,Banana
15,Pink,2.83,Lychee
25,Red,2.55,Lychee
124,Green,6.5,Apple
9,Purple,1.05,Grape
165,Orange,7.0,Orange
15,Red,2.61,Lychee
21,Red,2.19,Lychee
2405,Green,20.11,Coconut
157,Green,8.2,Apple
2995,Green,29.48,Watermelon
1425,Green,20.77,Coconut
198,Green,6.39,Apple
94,Yellow,3.38,Banana
117,Yellow,4.78,Banana
10,Green,1.76,Grape
2672,Green,20.02,Watermelon
1214,Yellow,19.97,Pineapple
120,Red,8.11,Apple
19,Pink,2.78,Lychee
2468,Brown,20.93,Coconut
144,Red,6.72,Apple
2671,Green,27.78,Watermelon
14,Purple,1.43,Grape
4666,Green,25.35,Watermelon
13,Purple,1.74,Grape
1980,Green,19.02,Coconut
10,Purple,1.33,Grape
279,Orange,7.88,Orange
142,Green,6.41,Apple
21,Red,2.51,Lychee
165,Green,8.89,Apple
1479,Green,15.6,Coconut
194,Orange,7.82,Orange
267,Yellow,9.2,Mango
5,Green,1.34,Grape
144,Green,7.7,Apple
1059,Green,15.77,Papaya
21,Pink,2.63,Lychee
25,Pink,2.6,Lychee
2905,Green,25.9,Watermelon
387,Green,11.79,Mango
12,Purple,1.86,Grape
23,Pink,2.02,Lychee
1552,Green,21.76,Coconut
4010,Green,26.04,Watermelon
14,Green,1.81,Grape
1431,Yellow,18.7,Papaya
1766,Green,21.56,Coconut
15,Pink,2.54,Lychee
1617,Yellow,18.65,Pineapple
95,Yellow,4.43,Banana
1897,Brown,14.98,Pineapple
1406,Brown,20.07,Coconut
1016,Green,19.24,Papaya
1494,Brown,18.8,Pineapple
147,Red,6.45,Apple
1003,Brown,17.77,Pineapple
9,Purple,1.42,Grape
90,Yellow,3.61,Banana
25,Pink,2.48,Lychee
189,Red,7.25,Apple
24,Pink,2.04,Lychee
2290,Green,20.94,Watermelon
98,Yellow,4.78,Banana
823,Green,13.86,Papaya
2962,Green,25.11,Watermelon
82,Yellow,3.96,Banana
2446,Green,24.54,Watermelon
120,Yellow,3.0,Banana
267,Red,8.75,Mango
915,Yellow,14.76,Papaya
22,Pink,2.67,Lychee
9,Green,1.95,Grape
167,Green,6.9,Apple
22,Red,2.3,Lychee
10,Green,1.61,Grape
151,Green,7.71,Apple
104,Yellow,4.78,Banana
1488,Yellow,18.65,Pineapple
195,Green,7.29,Apple
1518,Brown,22.47,Coconut
8,Green,1.44,Grape
199,Orange,8.72,Orange
80,Yellow,4.39,Banana
83,Yellow,3.91,Banana
198,Red,8.12,Apple
1391,Brown,15.46,Coconut
142,Yellow,4.55,Banana
300,Red,8.37,Mango
255,Orange,8.28,Orange
339,Green,9.02,Mango
132,Green,8.13,Apple
15,Red,2.74,Lychee
2001,Green,26.42,Watermelon
150,Orange,9.67,Orange
359,Green,9.0,Mango
264,Orange,6.8,Orange
1020,Brown,17.73,Coconut
2110,Green,25.53,Watermelon
178,Red,7.71,Apple
171,Green,6.3,Apple
343,Green,8.79,Mango
216,Yellow,11.7,Mango
1174,Green,24.2,Coconut
106,Yellow,4.97,Banana
4760,Green,25.89,Watermelon
15,Red,2.03,Lychee
149,Yellow,3.95,Banana
1968,Brown,19.67,Pineapple
2418,Brown,22.03,Coconut
283,Yellow,9.34,Mango
246,Red,8.56,Mango
1048,Brown,13.26,Pineapple
20,Pink,2.54,Lychee
141,Yellow,3.22,Banana
4251,Green,26.58,Watermelon
2510,Green,21.03,Watermelon
22,Red,2.29,Lychee
13,Green,1.08,Grape
140,Red,7.3,Apple
257,Red,9.65,Mango
19,Pink,2.87,Lychee
174,Orange,7.06,Orange
1720,Brown,13.35,Pineapple
176,Green,7.05,Apple
4508,Green,29.2,Watermelon
1966,Yellow,19.7,Pineapple
225,Orange,9.04,Orange
223,Orange,8.03,Orange
1650,Brown,15.71,Coconut
328,Red,11.48,Mango
1264,Brown,23.94,Coconut
2232,Brown,23.73,Coconut
1973,Yellow,12.47,Pineapple
2173,Brown,15.34,Coconut
4813,Green,21.33,Watermelon
344,Yellow,9.61,Mango
1619,Brown,24.0,Coconut
280,Orange,8.62,Orange
1115,Green,16.55,Coconut
279,Orange,8.33,Orange
191,Orange,8.76,Orange
256,Green,11.7,Mango
1182,Yellow,19.28,Papaya
15,Pink,2.36,Lychee
163,Orange,7.62,Orange
215,Orange,9.21,Orange
12,Green,1.61,Grape
1009,Brown,19.09,Coconut
18,Pink,2.62,Lychee
11,Purple,1.24,Grape
24,Red,2.3,Lychee
2096,Green,19.58,Coconut
167,Orange,9.91,Orange
169,Green,7.21,Apple
4729,Green,28.58,Watermelon
1777,Yellow,12.03,Pineapple
19,Pink,2.46,Lychee
204,Green,8.44,Mango
1492,Green,11.63,Papaya
2197,Green,23.31,Watermelon
138,Green,8.0,Apple
1604,Brown,18.03,Pineapple
587,Green,16.77,Papaya
4931,Green,24.15,Watermelon
2372,Brown,23.48,Coconut
17,Red,2.2,Lychee
2115,Green,29.65,Watermelon
153,Orange,8.26,Orange
372,Yellow,8.83,Mango
851,Orange,16.54,Papaya
7,Purple,1.49,Grape
251,Orange,8.63,Orange
1775,Green,15.5,Coconut
1038,Brown,19.47,Pineapple
4708,Green,27.19,Watermelon
305,Red,9.65,Mango
19,Pink,2.82,Lychee
1853,Yellow,18.24,Pineapple
115,Yellow,3.2,Banana
1060,Green,11.0,Papaya
264,Yellow,8.53,Mango
126,Red,6.55,Apple
18,Red,2.64,Lychee
21,Pink,2.8,Lychee
